Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Intersection Mantle","Intersection Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118118320/intersection-mantle,1.9,-1,Boulder,V-easy,1,8,34.01512,-116.1628
"Crack Alley","Billboard Buttress > Indian Cove CG East > Indian Cove Campground > Indian Cove > Joshua Tree National Park > California",https://www.mountainproject.com/route/106280701/crack-alley,1.9,-1,Boulder,V1-2,1,15,34.0935,-116.1561
"Short Crack","Cap Rock > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106700853/short-crack,1.9,-1,Boulder,V0,1,11,33.98965,-116.16317
"Big Dike","Big Dike Boulders > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106127484/big-dike,1.8,-1,Boulder,V-easy,1,18,34.02579,-116.15719
"Weasel World","Chunky Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106136591/weasel-world,1.9,-1,Boulder,V2,1,12,34.01842,-116.16884
Orbiter,"Interceptor Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106275695/orbiter,2.0,-1,Boulder,V3,1,50,34.01191,-116.15107
"Elbow Grease","The Broken Boulder > AFPA Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106112267/elbow-grease,2.0,-1,Boulder,V1,1,15,34.04009,-116.19387
"Enter the Melon","Melon Boulder > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106587733/enter-the-melon,2.0,-1,Boulder,V1,1,15,34.01773,-116.1723
"Pixie Slab Center","Pixie Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106400389/pixie-slab-center,1.5,-1,Boulder,V-easy,1,10,34.09441,-116.15612
"Attractive Brunette Throw","Chocolate Boulder 3 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105789808/attractive-brunette-throw,1.8,-1,Boulder,V2,1,12,34.06269,-116.22639
"Figure Five","Fidelman Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106123975/figure-five,1.8,-1,Boulder,V2,1,15,33.98416,-116.1526
Pioneer,"The Asteroid Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106046757/pioneer,1.6,-1,Boulder,V-easy,1,15,34.01197,-116.15127
"Monkey Chow","Purina Wall > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106655795/monkey-chow,2.0,-1,Boulder,V4,1,10,34.02029,-116.16571
"Ten Gallon","The Hatrack > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725566/ten-gallon,1.6,-1,Boulder,V0,1,10,33.98928,-116.16353
Kindling,"Campfire Crag Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643459/kindling,1.8,-1,Boulder,V0-,1,12,34.09495,-116.15859
"South Face Right","Campfire Crag Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643682/south-face-right,1.8,-1,Boulder,V-easy,1,12,34.09495,-116.15859
Pinto,"Equine Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106632939/pinto,2.0,-1,Boulder,V-easy,1,15,34.01236,-116.17885
Nebula,"The Asteroid Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106046667/nebula,1.7,-1,Boulder,V-easy,1,15,34.01197,-116.15127
"Triangle Boulder South Face","Triangle Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106463905/triangle-boulder-south-face,1.9,-1,Boulder,V0-,1,15,34.01678,-116.16341
Lumpy,"Chocolate Boulder 1 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105789399/lumpy,1.3,-1,Boulder,V-easy,1,15,34.06259,-116.22631
"Friction 100","Friction Slab > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345819/friction-100,1.1,-1,Boulder,V-easy,1,10,34.02841,-116.14536
"In Through The Outdoor","False Hueco Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113257814/in-through-the-outdoor,2.0,-1,Boulder,V3+,1,15,34.01912,-116.16529
"Islands in the Stream","Papa Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106356184/islands-in-the-stream,2.0,-1,Boulder,V0+,1,12,34.02395,-116.17707
Footprints,"Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106676750/footprints,2.0,-1,Boulder,V-easy,1,12,34.01273,-116.1793
"Flakey Boulder Center","Flakey Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106125119/flakey-boulder-center,2.0,-1,Boulder,V0+,1,17,34.01001,-116.16739
"Pixie Problem","Pixie Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112842380/pixie-problem,1.8,-1,Boulder,V1,1,9,34.09441,-116.15612
Retrofit,"Piano Rock > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106153593/retrofit,1.6,-1,Boulder,V0,1,16,34.02807,-116.14776
Unnamed,"The Pig Sty > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112284409/unnamed,1.8,-1,Boulder,V2,1,8,34.01398,-116.15439
"Street Zen","Zen Boulder > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/119995045/street-zen,2.0,-1,Boulder,V0+,1,9,34.04082,-116.19799
"Ramble On","The Chosspile > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120366190/ramble-on,2.0,-1,Boulder,V1-,1,20,34.02857,-116.14519
Lemon,"Orange Julius Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107976151/lemon,2.0,-1,Boulder,V3,1,21,34.01864,-116.16128
"Little Biglip","Little Biglip > Bighorn Pass Boulders > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111338835/little-biglip,2.0,-1,Boulder,V3,1,8,34.0287,-116.12204
"Weasel World (Left)","Chunky Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106136587/weasel-world-left,2.0,-1,Boulder,V3,1,13,34.01842,-116.16884
"Reach for a Peach","Peach Boulder > Fry Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106040748/reach-for-a-peach,2.0,-1,Boulder,"V0 R",1,25,33.98834,-116.15801
Xenocryst,"Xenolithic Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106380307/xenocryst,2.0,-1,Boulder,V1,1,20,34.01707,-116.04227
"Midnite Luvr of TriplXTC","Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643953/midnite-luvr-of-triplxtc,2.0,-1,Boulder,V-easy,1,10,34.04548,-116.10464
"Night Train","Saturday Night Live Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106461753/night-train,1.8,-1,Boulder,V2,1,14,34.01167,-116.16855
"V0 Thin Crack","Forgotten Boulders > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106112914/v0-thin-crack,1.8,-1,Boulder,V0,1,12,34.04068,-116.19807
Gambit,"Manx Boulders - Southeast Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115188/gambit,1.5,-1,Boulder,V1+,1,12,34.01419,-116.15821
"Traverse Reverse Traverse","Pixie Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116254146/traverse-reverse-traverse,2.0,-1,Boulder,V0-,1,,34.09441,-116.15612
"Unnamed V6","The Pig Sty > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116373407/unnamed-v6,2.0,-1,Boulder,V6,1,7,34.01398,-116.15439
"South Arête","Dream Sequence Boulder > Lonely Stones 1 > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112843936/south-arete,1.9,-1,Boulder,V-easy,1,10,34.08958,-116.25335
"Desert Teflon","Teflon Boulder > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112482766/desert-teflon,1.9,-1,Boulder,V4,1,10,34.08372,-116.23164
"There Will Be Piss","Stem Gem Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112520088/there-will-be-piss,2.0,-1,Boulder,V2,1,25,34.01716,-116.16368
Harzie,"Pixie Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107424185/harzie,2.0,-1,Boulder,V1-2,1,10,34.09441,-116.15612
"South Face","Manx Boulders - Southeast Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106072550/south-face,1.4,-1,Boulder,V-easy,1,17,34.01419,-116.15821
"Unnamed .6","The Pig Sty > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114432536/unnamed-6,1.5,-1,Boulder,V-easy,1,8,34.01398,-116.15439
"Yawning Flare","Jump Chump Clump > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073949/yawning-flare,1.9,-1,Boulder,V2,1,20,34.00967,-116.16845
"Unnamed Crack","Northern Headstone Boulders > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114324672/unnamed-crack,2.0,-1,Boulder,V0,1,20,33.98475,-116.15252
Pacifier,"Pacifier and The Nostril > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106117003/pacifier,1.9,-1,Boulder,V1,1,14,34.01867,-116.16999
Cornpone,"Fry Boulder > Fry Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039384/cornpone,1.5,-1,Boulder,V0+,1,15,33.98831,-116.15795
"Winged Assassins","Anvil Boulder > Varnished Wall Boulders > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106648333/winged-assassins,2.0,-1,Boulder,"V1 PG13",1,15,34.09439,-116.15423
"The 4th Amendment","Big Brother Boulder > Big Brother Boulders > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106340692/the-4th-amendment,2.0,-1,Boulder,"V0 R",1,23,34.00048,-116.1467
Knuckleball,"Knuckleball Boulder > Volcano Boulder Area > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106658051/knuckleball,2.0,-1,Boulder,V2,1,12,33.9454,-116.077
"West Entrance Slab","West Entrance Boulder > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106622336/west-entrance-slab,2.0,-1,Boulder,V1,1,15,34.0891,-116.2614
"Dummy Up","Penguins Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106676039/dummy-up,2.0,-1,Boulder,V2,1,20,34.01229,-116.17935
Morsel,"Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106382726/morsel,1.7,-1,Boulder,V-easy,1,10,34.01678,-116.16358
Cinders,"Tour Boulder Two > Tour Boulders > Lechlinksi Cracks Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106346084/cinders,2.0,-1,Boulder,V0+,1,15,33.94182,-116.07845
"Pothole Mantel #1","Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116170238/pothole-mantel-1,1.6,-1,Boulder,V0,1,12,34.01626,-116.16212
